,query,nfr,nfr_id
150,list dispute case displayed search performed must color coded easy identification dispute case based upon dispute case status,usability,2
394,product shall use symbol word naturally understandable user familiar website,usability,2
51,product shall installed untrained realtor without recourse separately printed instruction,usability,2
285,product shall give user feedback necessary 80 user surveyed report product accurately confirms action,usability,2
290,product shall allow intuitive searching available conference room,usability,2
392,product shall retain customer buying preference information,usability,2
34,product shall easy realtor learn,usability,2
33,system shall intuitive self explanatory,usability,2
646,trained order entry clerk shall ability submit complete order product chosen supplier catalog maximum 7 minute average order entry time 4 minute,usability,2
502,product shall available player understand english spanish french product shall allow user select language upon accessing product,usability,2
559,product shall provide error tracking service product shall help system administrator dba resolve transaction error 99 time,usability,2
291,product shall conform american disability act,usability,2
74,system shall use symbol word naturally understandable user community,usability,2
74,system shall use symbol word naturally understandable user community,usability,2
35,product shall use symbol word naturally understandable realtor community,usability,2
212,product shall increase productivity collision estimator 80 collision estimator shall agree productivity increase within 1 month using product,usability,2
70,system shall help user avoid making mistake scheduling class clinicals nursing student,usability,2
71,number mistake noted student shall decreased 50 first year,usability,2
602,new user shall able navigate league team page within 30 second reaching start page,usability,2
583,interface shall easy use 90 user able successfully use system generate report first use interface adhere ibm usability standard,usability,2
390,anonymous survey show 70 customer comfortable purchasing streaming movie 2 week using website,usability,2
583,interface shall easy use 90 user able successfully use system generate report first use interface adhere ibm usability standard,usability,2
502,product shall available player understand english spanish french product shall allow user select language upon accessing product,usability,2
393,product shall easy customer novice skill internet purchase watch streaming movie customer able purchase watch pre determined movie 3 minute,usability,2
388,user navigate maximum 4 page create account website,usability,2
648,new warehouse clerk shall able enter customer order system within typical 8 hour business day,usability,2
311,product shall translated foreign language target market country language future release emerging target market shall take 5 day configure product market language,usability,2
2,projected data must readable 10x10 projection screen 90 viewer must able read event activity data viewing distance 30,usability,2
151,100 cardmember merchant service representative shall use dispute application regularly 2 day training course,usability,2
213,user shall feel satisfied using product 85 user satisfied product,usability,2
32,system shall used realtor training,usability,2
286,product shall allow user select chosen language one target market country,usability,2
75,verbiage used within system shall consistent standard english terminology national nursing community,usability,2
73,2 3 program administrator nursing staff member shall successfully able use system manage scheduling class clinicals,usability,2
543,system shall easy use caller supervisor caller supervisor must able accomplish system task within 2 minute,usability,2
150,list dispute case displayed search performed must color coded easy identification dispute case based upon dispute case status,usability,2
502,product shall available player understand english spanish french product shall allow user select language upon accessing product,usability,2
558,product shall provide monitoring service product shall easy system administrator dba use two week usage,usability,2
215,user shall easily locate instruction using product user help found within 90 system,usability,2
422,website provide help section answer solution common problem,usability,2
150,list dispute case displayed search performed must color coded easy identification dispute case based upon dispute case status,usability,2
289,product shall use standard navigation menu familiar web user,usability,2
389,user able access streaming movie 2 click logging website,usability,2
71,number mistake noted student shall decreased 50 first year,usability,2
287,product shall allow customization start page view preference,usability,2
150,list dispute case displayed search performed must color coded easy identification dispute case based upon dispute case status,usability,2
75,verbiage used within system shall consistent standard english terminology national nursing community,usability,2
2,projected data must readable 10x10 projection screen 90 viewer must able read event activity data viewing distance 30,usability,2
288,employee able successfully use product within minute informally navigating product le 15 minute user shall able successfully setup meeting reserve conference room,usability,2
648,new warehouse clerk shall able enter customer order system within typical 8 hour business day,usability,2
604,user shall able view least 25 nfl player statistic point page,usability,2
321,product shall able display calendar date time according user locale 90 survey respondent target market country find date time formatting product correct,usability,2
212,product shall increase productivity collision estimator 80 collision estimator shall agree productivity increase within 1 month using product,usability,2
623,user able easily use system successfully complete budget within stipulated time completion week training prior product implementation 98 user shall complete budget within stipulated time,usability,2
642,new product shall easy use adult member age 18 80 public may one hand free,usability,2
602,new user shall able navigate league team page within 30 second reaching start page,usability,2
284,product shall easy use 90 user able successfully reserve conference room within 5 minute product use,usability,2
602,new user shall able navigate league team page within 30 second reaching start page,usability,2
422,website provide help section answer solution common problem,usability,2
311,product shall translated foreign language target market country language future release emerging target market shall take 5 day configure product market language,usability,2
70,system shall help user avoid making mistake scheduling class clinicals nursing student,usability,2
211,product shall easy use adjuster collision estimator 95 adjuster collision estimator shall find product easy use,usability,2
290,product shall allow intuitive searching available conference room,usability,2
391,anonymous survey show 95 customer comfortable using purchasing pre paid card month using system,usability,2
648,new warehouse clerk shall able enter customer order system within typical 8 hour business day,usability,2
388,user navigate maximum 4 page create account website,usability,2
391,anonymous survey show 95 customer comfortable using purchasing pre paid card month using system,usability,2
646,trained order entry clerk shall ability submit complete order product chosen supplier catalog maximum 7 minute average order entry time 4 minute,usability,2
52,90 untrained realtor shall able install product device without printed instruction,usability,2
647,people training understanding english shall able use product,usability,2
285,product shall give user feedback necessary 80 user surveyed report product accurately confirms action,usability,2
287,product shall allow customization start page view preference,usability,2
215,user shall easily locate instruction using product user help found within 90 system,usability,2
602,new user shall able navigate league team page within 30 second reaching start page,usability,2
72,system shall intuitive program administrator nursing staff member,usability,2
389,user able access streaming movie 2 click logging website,usability,2
290,product shall allow intuitive searching available conference room,usability,2
33,system shall intuitive self explanatory,usability,2
285,product shall give user feedback necessary 80 user surveyed report product accurately confirms action,usability,2
387,product able used 90 novice user internet,usability,2
68,system shall easy use program administrator nursing staff member,usability,2
51,product shall installed untrained realtor without recourse separately printed instruction,usability,2
212,product shall increase productivity collision estimator 80 collision estimator shall agree productivity increase within 1 month using product,usability,2
289,product shall use standard navigation menu familiar web user,usability,2
32,system shall used realtor training,usability,2
68,system shall easy use program administrator nursing staff member,usability,2
544,system shall easy learn caller supervisor caller supervisor shall learn use system within 10 minute,usability,2
643,vending product shall able used adult member public without training panel representative least 95 percent general public shall successfully purchase product vending product first encounter,usability,2
287,product shall allow customization start page view preference,usability,2
645,new policy management system shall evaluated 90 percent user community least easy use existing system,usability,2
649,system shall useable program developer five week training,usability,2
287,product shall allow customization start page view preference,usability,2
68,system shall easy use program administrator nursing staff member,usability,2
6,product shall intuitive self explanatory 90 new user shall able start display event activity within 90 minute using product,usability,2
605,application shall ask user confirm dropping player trading player performing action,usability,2
72,system shall intuitive program administrator nursing staff member,usability,2
544,system shall easy learn caller supervisor caller supervisor shall learn use system within 10 minute,usability,2
34,product shall easy realtor learn,usability,2
422,website provide help section answer solution common problem,usability,2
602,new user shall able navigate league team page within 30 second reaching start page,usability,2
390,anonymous survey show 70 customer comfortable purchasing streaming movie 2 week using website,usability,2
291,product shall conform american disability act,usability,2
388,user navigate maximum 4 page create account website,usability,2
394,product shall use symbol word naturally understandable user familiar website,usability,2
289,product shall use standard navigation menu familiar web user,usability,2
584,rreports must easy generate eports must generated within one button click exported within one button click selecting report,usability,2
644,product shall self explanatory intuitive service agent shall able produce price quote within 10 minute encountering product first time,usability,2
393,product shall easy customer novice skill internet purchase watch streaming movie customer able purchase watch pre determined movie 3 minute,usability,2
158,dispute application shall interface cardmember information database cardmember information database provides detailed information regard cardmember cardmember detail information must obtained cardmember information database,operational,9
616,rf system able easily interface bdw environment order load data 7 data file shall received bdw loaded rf system within 3 hour one day prior start budgeting process every year data october month end test file 7 shall loaded 5 time throughout year bdw,operational,9
313,product shall able installed operating environment within 2 day,operational,9
205,product shall interface choice part system provides feed recycled part data,operational,9
84,system shall able operate within business office environment typical nursing department depaul university,operational,9
442,website use flash provide animation home page,operational,9
614,98 user workstation shall meet minimum hardware requirement prior implementation minimum hard disk space 400mb,operational,9
298,product shall used office environment,operational,9
278,product require collaboration database management system dbms dbms may located machine product separate machine residing computer network,operational,9
299,product must able interface html browser product shall transmit data user product without problem product shall display html properly 80 html browser tested minimum test 8 browser,operational,9
424,product shall able installed specified environment within 1 working day,operational,9
299,product must able interface html browser product shall transmit data user product without problem product shall display html properly 80 html browser tested minimum test 8 browser,operational,9
442,website use flash provide animation home page,operational,9
610,secondary database used store historical statistic data,operational,9
157,dispute application shall interface statement database statement database provides transaction detail dispute system transaction detail must obtained statement database,operational,9
158,dispute application shall interface cardmember information database cardmember information database provides detailed information regard cardmember cardmember detail information must obtained cardmember information database,operational,9
84,system shall able operate within business office environment typical nursing department depaul university,operational,9
412,hardware supporting current website used support new system,operational,9
357,system shall require additional third party license resulting royalty fee,operational,9
591,wcs system shall run window environment wcs shall accessed user internet ibm computer running window 2000 operating system,operational,9
313,product shall able installed operating environment within 2 day,operational,9
471,washing process must use non binding neutral data format xml receiving processing lead data,operational,9
206,product shall run existing hardware environment,operational,9
313,product shall able installed operating environment within 2 day,operational,9
417,movie shall encoded 56k 256k stream,operational,9
160,dispute application shall interface letter application allow dispute application request letter part dispute initiation dispute follow process letter request must sent print letter utility application,operational,9
591,wcs system shall run window environment wcs shall accessed user internet ibm computer running window 2000 operating system,operational,9
277,product function alongside server software operating system java runtime installed,operational,9
413,must able interface following browser ie 5 x 6 0 netscape 6 x 7 x 8 x firefox 1 0,operational,9
610,secondary database used store historical statistic data,operational,9
303,product shall available distribution packaged cd,operational,9
157,dispute application shall interface statement database statement database provides transaction detail dispute system transaction detail must obtained statement database,operational,9
313,product shall able installed operating environment within 2 day,operational,9
204,product must support mozilla firefox 1 0,operational,9
442,website use flash provide animation home page,operational,9
471,washing process must use non binding neutral data format xml receiving processing lead data,operational,9
591,wcs system shall run window environment wcs shall accessed user internet ibm computer running window 2000 operating system,operational,9
203,product must support internet explorer 5 5,operational,9
89,system shall interface student master server,operational,9
203,product must support internet explorer 5 5,operational,9
471,washing process must use non binding neutral data format xml receiving processing lead data,operational,9
278,product require collaboration database management system dbms dbms may located machine product separate machine residing computer network,operational,9
203,product must support internet explorer 5 5,operational,9
298,product shall used office environment,operational,9
229,product installation upgrade shall handled middleware technology team within established launch time frame,operational,9
300,product must able interface various database management system product shall communicate successfully database management system 100 transaction,operational,9
300,product must able interface various database management system product shall communicate successfully database management system 100 transaction,operational,9
278,product require collaboration database management system dbms dbms may located machine product separate machine residing computer network,operational,9
161,dispute application shall interface cardmember posting billing system allow dispute application request adjustment cardmember merchant account adjustment request must sent cardmember posting billing system,operational,9
85,system shall used within specification defined computer used program administrator nursing staff member,operational,9
301,product must able interface various email server product shall able send email,operational,9
609,primary database used store cached data active user,operational,9
313,product shall able installed operating environment within 2 day,operational,9
280,database management system oracle db2 mysql hsql need integrated product,operational,9
225,estimator product shall able operated repair facility dirty noisy condition,operational,9
299,product must able interface html browser product shall transmit data user product without problem product shall display html properly 80 html browser tested minimum test 8 browser,operational,9
203,product must support internet explorer 5 5,operational,9
229,product installation upgrade shall handled middleware technology team within established launch time frame,operational,9
276,product must work database management system dbms market whether dbms colocated product machine located different machine computer network,operational,9
300,product must able interface various database management system product shall communicate successfully database management system 100 transaction,operational,9
608,application shall run web application server,operational,9
160,dispute application shall interface letter application allow dispute application request letter part dispute initiation dispute follow process letter request must sent print letter utility application,operational,9
298,product shall used office environment,operational,9
159,dispute application shall interface merchant information database merchant information database provides detailed information regard merchant merchant detail information shall obtained merchant information database,operational,9
277,product function alongside server software operating system java runtime installed,operational,9
158,dispute application shall interface cardmember information database cardmember information database provides detailed information regard cardmember cardmember detail information must obtained cardmember information database,operational,9
205,product shall interface choice part system provides feed recycled part data,operational,9
225,estimator product shall able operated repair facility dirty noisy condition,operational,9
206,product shall run existing hardware environment,operational,9
591,wcs system shall run window environment wcs shall accessed user internet ibm computer running window 2000 operating system,operational,9
156,dispute application shall available 24x7x365 exception following scheduled maintenance window monday saturday 3 00am 4 00am est sunday 1 00amd 5 00am est,operational,9
277,product function alongside server software operating system java runtime installed,operational,9
160,dispute application shall interface letter application allow dispute application request letter part dispute initiation dispute follow process letter request must sent print letter utility application,operational,9
207,product shall adhere corporate architecture guideline,operational,9
416,movie shall encoded streamed via window medium player 9 0,operational,9
156,dispute application shall available 24x7x365 exception following scheduled maintenance window monday saturday 3 00am 4 00am est sunday 1 00amd 5 00am est,operational,9
160,dispute application shall interface letter application allow dispute application request letter part dispute initiation dispute follow process letter request must sent print letter utility application,operational,9
298,product shall used office environment,operational,9
303,product shall available distribution packaged cd,operational,9
227,maintenance product fall within established corporate maintenance window,operational,9
610,secondary database used store historical statistic data,operational,9
302,product shall available distribution via internet binary zip file,operational,9
277,product function alongside server software operating system java runtime installed,operational,9
414,website must interface cybersource api process credit card transaction,operational,9
89,system shall interface student master server,operational,9
88,system shall interface faculty central server,operational,9
156,dispute application shall available 24x7x365 exception following scheduled maintenance window monday saturday 3 00am 4 00am est sunday 1 00amd 5 00am est,operational,9
277,product function alongside server software operating system java runtime installed,operational,9
277,product function alongside server software operating system java runtime installed,operational,9
470,lead washing process operate within established physical web service structure,operational,9
414,website must interface cybersource api process credit card transaction,operational,9
591,wcs system shall run window environment wcs shall accessed user internet ibm computer running window 2000 operating system,operational,9
304,product available licensing one server two five server five server license,operational,9
357,system shall require additional third party license resulting royalty fee,operational,9
205,product shall interface choice part system provides feed recycled part data,operational,9
203,product must support internet explorer 5 5,operational,9
277,product function alongside server software operating system java runtime installed,operational,9
205,product shall interface choice part system provides feed recycled part data,operational,9
616,rf system able easily interface bdw environment order load data 7 data file shall received bdw loaded rf system within 3 hour one day prior start budgeting process every year data october month end test file 7 shall loaded 5 time throughout year bdw,operational,9
90,must able interface html browser,operational,9
591,wcs system shall run window environment wcs shall accessed user internet ibm computer running window 2000 operating system,operational,9
228,product shall supported using corporate support center,operational,9
412,hardware supporting current website used support new system,operational,9
229,product installation upgrade shall handled middleware technology team within established launch time frame,operational,9
160,dispute application shall interface letter application allow dispute application request letter part dispute initiation dispute follow process letter request must sent print letter utility application,operational,9
424,product shall able installed specified environment within 1 working day,operational,9
161,dispute application shall interface cardmember posting billing system allow dispute application request adjustment cardmember merchant account adjustment request must sent cardmember posting billing system,operational,9
298,product shall used office environment,operational,9
302,product shall available distribution via internet binary zip file,operational,9
591,wcs system shall run window environment wcs shall accessed user internet ibm computer running window 2000 operating system,operational,9
609,primary database used store cached data active user,operational,9
442,website use flash provide animation home page,operational,9
205,product shall interface choice part system provides feed recycled part data,operational,9
414,website must interface cybersource api process credit card transaction,operational,9
357,system shall require additional third party license resulting royalty fee,operational,9
412,hardware supporting current website used support new system,operational,9
415,website must fully operational msn tv2,operational,9
609,primary database used store cached data active user,operational,9
413,must able interface following browser ie 5 x 6 0 netscape 6 x 7 x 8 x firefox 1 0,operational,9
303,product shall available distribution packaged cd,operational,9
470,lead washing process operate within established physical web service structure,operational,9
415,website must fully operational msn tv2,operational,9
357,system shall require additional third party license resulting royalty fee,operational,9
278,product require collaboration database management system dbms dbms may located machine product separate machine residing computer network,operational,9
77,response time general student management task shall take longer 5 second response time schedule generation shall take longer 30 second,performance,0
466,total lead cycle time must completed 5 minute 90 lead volume business hour 8am cst 8pm cst 3 minute 99 lead volume business hour,performance,0
219,preferred repair facility rating shall saved within 5 second save shall occur within 5 second,performance,0
0,system shall refresh display every 60 second,performance,0
563,product shall process message within 2 second product shall maximum message processing time 2 second,performance,0
382,system shall let izogn manager access sale usage statistic 2 minute,performance,0
379,system shall let administrator de activate customer account 1 minute customer longer able access website,performance,0
383,system shall let administrator generate unique pre paid pin 2 minute generate excel file generated pin,performance,0
562,product shall provide multi threading load balancing product shall provide multi threading technology well load balancing overcome data load spike traffic,performance,0
383,system shall let administrator generate unique pre paid pin 2 minute generate excel file generated pin,performance,0
563,product shall process message within 2 second product shall maximum message processing time 2 second,performance,0
76,staff member shall able complete set task timely manner,performance,0
77,response time general student management task shall take longer 5 second response time schedule generation shall take longer 30 second,performance,0
0,system shall refresh display every 60 second,performance,0
500,product shall protect identity player product shall provide player access information might reveal identity another player,performance,0
498,product shall able handle large number game simultaneously,performance,0
466,total lead cycle time must completed 5 minute 90 lead volume business hour 8am cst 8pm cst 3 minute 99 lead volume business hour,performance,0
565,product shall provide dynamic change support transparent resource addition product shall support transparent resource addition dynamic change support provide scalability avoid service interruption 1 day,performance,0
292,response shall fast enough avoid interrupting user flow thought 90 task shall complete within 5 second 98 task shall complete within 8 second,performance,0
466,total lead cycle time must completed 5 minute 90 lead volume business hour 8am cst 8pm cst 3 minute 99 lead volume business hour,performance,0
561,product shall provide asynchronous messaging product shall provide asynchronous messaging enable parallel processing reduce overhead communication,performance,0
155,dispute application shall support 350 concurrent user without degradation performance application,performance,0
378,system shall let customer cancel account process shall take longer 2 minute database mark account inactive user able log website,performance,0
504,response time shall fast enough maintain flow game response time shall 2 second 95 response 4 remaining response,performance,0
399,streaming movie buffering occur latency user connection,performance,0
76,staff member shall able complete set task timely manner,performance,0
466,total lead cycle time must completed 5 minute 90 lead volume business hour 8am cst 8pm cst 3 minute 99 lead volume business hour,performance,0
218,recycled part audit report shall returned user within 10 second audit report shall returned within 10 second,performance,0
563,product shall process message within 2 second product shall maximum message processing time 2 second,performance,0
565,product shall provide dynamic change support transparent resource addition product shall support transparent resource addition dynamic change support provide scalability avoid service interruption 1 day,performance,0
217,search preferred repair facility shall take longer 8 second preferred repair facility returned within 8 second,performance,0
39,cma report shall returned later 60 second user entered cma report criterion,performance,0
217,search preferred repair facility shall take longer 8 second preferred repair facility returned within 8 second,performance,0
565,product shall provide dynamic change support transparent resource addition product shall support transparent resource addition dynamic change support provide scalability avoid service interruption 1 day,performance,0
379,system shall let administrator de activate customer account 1 minute customer longer able access website,performance,0
217,search preferred repair facility shall take longer 8 second preferred repair facility returned within 8 second,performance,0
382,system shall let izogn manager access sale usage statistic 2 minute,performance,0
376,system shall let customer register website unlimited movie subscriber user 10 minute,performance,0
396,interface user automated system shall maximum response time 5 second unless noted exception,performance,0
396,interface user automated system shall maximum response time 5 second unless noted exception,performance,0
379,system shall let administrator de activate customer account 1 minute customer longer able access website,performance,0
216,search recycled part shall take longer 15 second search result shall returned 15 second,performance,0
7,product shall respond fast keep date data display,performance,0
397,purchasing streaming movie pre paid card via credit card processing time maximum response time 15 second,performance,0
466,total lead cycle time must completed 5 minute 90 lead volume business hour 8am cst 8pm cst 3 minute 99 lead volume business hour,performance,0
381,system shall let administrator add remove category website 5 minute,performance,0
351,system shall allow minimum 6 user work time,performance,0
383,system shall let administrator generate unique pre paid pin 2 minute generate excel file generated pin,performance,0
217,search preferred repair facility shall take longer 8 second preferred repair facility returned within 8 second,performance,0
376,system shall let customer register website unlimited movie subscriber user 10 minute,performance,0
377,system shall let existing customer log website email address password 5 second,performance,0
396,interface user automated system shall maximum response time 5 second unless noted exception,performance,0
155,dispute application shall support 350 concurrent user without degradation performance application,performance,0
382,system shall let izogn manager access sale usage statistic 2 minute,performance,0
154,maximum wait time user navigating one screen another within dispute application shall 5 second,performance,0
378,system shall let customer cancel account process shall take longer 2 minute database mark account inactive user able log website,performance,0
77,response time general student management task shall take longer 5 second response time schedule generation shall take longer 30 second,performance,0
219,preferred repair facility rating shall saved within 5 second save shall occur within 5 second,performance,0
351,system shall allow minimum 6 user work time,performance,0
292,response shall fast enough avoid interrupting user flow thought 90 task shall complete within 5 second 98 task shall complete within 8 second,performance,0
41,product shall synchronize office system every hour,performance,0
378,system shall let customer cancel account process shall take longer 2 minute database mark account inactive user able log website,performance,0
155,dispute application shall support 350 concurrent user without degradation performance application,performance,0
350,recreation inventory quantity adjustment period previous 30 day shall take 30min,performance,0
547,112k connection faster system response time operation must 3 second 90 time,performance,0
41,product shall synchronize office system every hour,performance,0
155,dispute application shall support 350 concurrent user without degradation performance application,performance,0
382,system shall let izogn manager access sale usage statistic 2 minute,performance,0
399,streaming movie buffering occur latency user connection,performance,0
374,customer shall able check status prepaid card entering pin number 5 second,performance,0
398,streaming movie buffering time take longer 10 second plus latency user connection,performance,0
378,system shall let customer cancel account process shall take longer 2 minute database mark account inactive user able log website,performance,0
545,system shall responsive depaul teleservices center supervisor u system view caller schedule system response time must 2 second 90 time 5 second rest time,performance,0
39,cma report shall returned later 60 second user entered cma report criterion,performance,0
38,product shall generate cma report acceptable time,performance,0
41,product shall synchronize office system every hour,performance,0
378,system shall let customer cancel account process shall take longer 2 minute database mark account inactive user able log website,performance,0
378,system shall let customer cancel account process shall take longer 2 minute database mark account inactive user able log website,performance,0
564,product shall poll system message every second product shall poll system new message maximum every 1 second,performance,0
545,system shall responsive depaul teleservices center supervisor u system view caller schedule system response time must 2 second 90 time 5 second rest time,performance,0
419,izogn administrator must able update category listing website within 2 minute,performance,0
498,product shall able handle large number game simultaneously,performance,0
219,preferred repair facility rating shall saved within 5 second save shall occur within 5 second,performance,0
217,search preferred repair facility shall take longer 8 second preferred repair facility returned within 8 second,performance,0
378,system shall let customer cancel account process shall take longer 2 minute database mark account inactive user able log website,performance,0
219,preferred repair facility rating shall saved within 5 second save shall occur within 5 second,performance,0
40,product shall synchronize contact appointment acceptable time,performance,0
375,system shall let customer register website pay go user 5 minute,performance,0
500,product shall protect identity player product shall provide player access information might reveal identity another player,performance,0
376,system shall let customer register website unlimited movie subscriber user 10 minute,performance,0
155,dispute application shall support 350 concurrent user without degradation performance application,performance,0
562,product shall provide multi threading load balancing product shall provide multi threading technology well load balancing overcome data load spike traffic,performance,0
216,search recycled part shall take longer 15 second search result shall returned 15 second,performance,0
382,system shall let izogn manager access sale usage statistic 2 minute,performance,0
398,streaming movie buffering time take longer 10 second plus latency user connection,performance,0
563,product shall process message within 2 second product shall maximum message processing time 2 second,performance,0
219,preferred repair facility rating shall saved within 5 second save shall occur within 5 second,performance,0
545,system shall responsive depaul teleservices center supervisor u system view caller schedule system response time must 2 second 90 time 5 second rest time,performance,0
498,product shall able handle large number game simultaneously,performance,0
500,product shall protect identity player product shall provide player access information might reveal identity another player,performance,0
546,56k connection system response time operation must 6 second 90 time,performance,0
504,response time shall fast enough maintain flow game response time shall 2 second 95 response 4 remaining response,performance,0
399,streaming movie buffering occur latency user connection,performance,0
564,product shall poll system message every second product shall poll system new message maximum every 1 second,performance,0
546,56k connection system response time operation must 6 second 90 time,performance,0
498,product shall able handle large number game simultaneously,performance,0
379,system shall let administrator de activate customer account 1 minute customer longer able access website,performance,0
77,response time general student management task shall take longer 5 second response time schedule generation shall take longer 30 second,performance,0
210,appearance product shall appear professional,look and feel,1
621,product must comply intranet page standard requirement enet security 95 product look feel approved architecture group prior implementation remaining 5 corrected approved within one month product release,look and feel,1
439,website cater tribe nigeria,look and feel,1
1,application shall match color schema set forth department homeland security,look and feel,1
557,product shall comply city chicago application development guide framework application development framework provide structured graphical user interface,look and feel,1
554,interface shall simple look interface usability survey 90 beta tester must report interface adequately simple,look and feel,1
578,system shall use ibm ccr branding standard interface must one ibm logo one ccr logo,look and feel,1
578,system shall use ibm ccr branding standard interface must one ibm logo one ccr logo,look and feel,1
209,product shall comply corporate color scheme,look and feel,1
210,appearance product shall appear professional,look and feel,1
1,application shall match color schema set forth department homeland security,look and feel,1
621,product must comply intranet page standard requirement enet security 95 product look feel approved architecture group prior implementation remaining 5 corrected approved within one month product release,look and feel,1
440,website shall offensive religious ethnic group,look and feel,1
621,product must comply intranet page standard requirement enet security 95 product look feel approved architecture group prior implementation remaining 5 corrected approved within one month product release,look and feel,1
282,product shall conservative professional appearance,look and feel,1
496,ship sunk product shall simulate sound sinking ship,look and feel,1
599,page shall contain navigation menu show index current page contained,look and feel,1
209,product shall comply corporate color scheme,look and feel,1
621,product must comply intranet page standard requirement enet security 95 product look feel approved architecture group prior implementation remaining 5 corrected approved within one month product release,look and feel,1
386,website design modern clean concise,look and feel,1
385,website african feel alienate non african website use animation page describing service grab user attention encourage sign,look and feel,1
148,dispute application shall comply corporate standard user interface creation internally externally used application,look and feel,1
385,website african feel alienate non african website use animation page describing service grab user attention encourage sign,look and feel,1
554,interface shall simple look interface usability survey 90 beta tester must report interface adequately simple,look and feel,1
385,website african feel alienate non african website use animation page describing service grab user attention encourage sign,look and feel,1
557,product shall comply city chicago application development guide framework application development framework provide structured graphical user interface,look and feel,1
494,shot marked miss product shall simulate sound shot missing target,look and feel,1
579,system shall displayable work computer ccr user may system interface shall formatted display 800 600 pixel resolution,look and feel,1
579,system shall displayable work computer ccr user may system interface shall formatted display 800 600 pixel resolution,look and feel,1
554,interface shall simple look interface usability survey 90 beta tester must report interface adequately simple,look and feel,1
384,website shall attractive audience website shall appear fun color bright vibrant,look and feel,1
28,look feel system shall conform user interface standard smart device,look and feel,1
580,system interface use ccr nomenclature system must use nomenclature used existing wcs system report,look and feel,1
621,product must comply intranet page standard requirement enet security 95 product look feel approved architecture group prior implementation remaining 5 corrected approved within one month product release,look and feel,1
556,product shall provide gui based monitoring service system administrator shall monitor message exchange predict determine problem also provide internal external support,look and feel,1
490,product shall simulate look ship sea,look and feel,1
578,system shall use ibm ccr branding standard interface must one ibm logo one ccr logo,look and feel,1
385,website african feel alienate non african website use animation page describing service grab user attention encourage sign,look and feel,1
494,shot marked miss product shall simulate sound shot missing target,look and feel,1
495,shot marked hit product shall simulate sound shot hitting target,look and feel,1
579,system shall displayable work computer ccr user may system interface shall formatted display 800 600 pixel resolution,look and feel,1
282,product shall conservative professional appearance,look and feel,1
557,product shall comply city chicago application development guide framework application development framework provide structured graphical user interface,look and feel,1
281,product look feel shall able incorporate aspect customer organization logo branding identity,look and feel,1
496,ship sunk product shall simulate sound sinking ship,look and feel,1
210,appearance product shall appear professional,look and feel,1
439,website cater tribe nigeria,look and feel,1
490,product shall simulate look ship sea,look and feel,1
440,website shall offensive religious ethnic group,look and feel,1
208,product shall comply corporate user interface guideline,look and feel,1
496,ship sunk product shall simulate sound sinking ship,look and feel,1
282,product shall conservative professional appearance,look and feel,1
441,website appeal african nigerian,look and feel,1
208,product shall comply corporate user interface guideline,look and feel,1
282,product shall conservative professional appearance,look and feel,1
557,product shall comply city chicago application development guide framework application development framework provide structured graphical user interface,look and feel,1
599,page shall contain navigation menu show index current page contained,look and feel,1
492,product shall display type ship grid using image specific type ship,look and feel,1
581,interface must summarize data fashion appealing ccr management every report type must least one high level summary shown result dashboard interface,look and feel,1
496,ship sunk product shall simulate sound sinking ship,look and feel,1
148,dispute application shall comply corporate standard user interface creation internally externally used application,look and feel,1
31,product shall consistent color scheme font,look and feel,1
208,product shall comply corporate user interface guideline,look and feel,1
496,ship sunk product shall simulate sound sinking ship,look and feel,1
496,ship sunk product shall simulate sound sinking ship,look and feel,1
600,page shall contain similar format action item one location navigation button different location,look and feel,1
439,website cater tribe nigeria,look and feel,1
385,website african feel alienate non african website use animation page describing service grab user attention encourage sign,look and feel,1
496,ship sunk product shall simulate sound sinking ship,look and feel,1
439,website cater tribe nigeria,look and feel,1
149,screen created part dispute application must comply corporate standard interface creation,look and feel,1
493,offensive player take shot product shall simulate sound ship sea,look and feel,1
494,shot marked miss product shall simulate sound shot missing target,look and feel,1
282,product shall conservative professional appearance,look and feel,1
384,website shall attractive audience website shall appear fun color bright vibrant,look and feel,1
557,product shall comply city chicago application development guide framework application development framework provide structured graphical user interface,look and feel,1
581,interface must summarize data fashion appealing ccr management every report type must least one high level summary shown result dashboard interface,look and feel,1
439,website cater tribe nigeria,look and feel,1
599,page shall contain navigation menu show index current page contained,look and feel,1
554,interface shall simple look interface usability survey 90 beta tester must report interface adequately simple,look and feel,1
210,appearance product shall appear professional,look and feel,1
622,intranet page display appropriately resolution 800x600 higher display page correct 95 resolution prior implementation remaining 5 corrected within week notification incorrect display,look and feel,1
1,application shall match color schema set forth department homeland security,look and feel,1
490,product shall simulate look ship sea,look and feel,1
495,shot marked hit product shall simulate sound shot hitting target,look and feel,1
30,system shall professional appearance,look and feel,1
578,system shall use ibm ccr branding standard interface must one ibm logo one ccr logo,look and feel,1
440,website shall offensive religious ethnic group,look and feel,1
492,product shall display type ship grid using image specific type ship,look and feel,1
490,product shall simulate look ship sea,look and feel,1
386,website design modern clean concise,look and feel,1
439,website cater tribe nigeria,look and feel,1
441,website appeal african nigerian,look and feel,1
554,interface shall simple look interface usability survey 90 beta tester must report interface adequately simple,look and feel,1
441,website appeal african nigerian,look and feel,1
581,interface must summarize data fashion appealing ccr management every report type must least one high level summary shown result dashboard interface,look and feel,1
441,website appeal african nigerian,look and feel,1
