6,The product shall have the ability to receive automatic software updates as new threats emerge.  100% of customers will be able to receive automatic software updates transmitted to the installed product.,Security
6,The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.,Scalability
6,The product shall be able to display calendar dates and times according to the user?s locale.  90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.,Usability
6,The product must be developed with the J2SE/J2EE programming language libraries,Operational
6,The product shall record meeting entries.,Functional Requirement
6,The product will notify employees of meeting invitations.,Functional Requirement
6,The product shall have the ability to send meeting reminders to employees.,Functional Requirement
6,The product shall assign the organizers contact information to each meeting they create.,Functional Requirement
6,The product will record meeting acknowledgements.,Functional Requirement
6,The product shall store new conference rooms.,Functional Requirement
6,The product shall update existing conference rooms.,Functional Requirement
6,The product will be able to delete conference rooms.,Functional Requirement
6,The product shall be able to store new room equipment.,Functional Requirement
6,The product will update existing room equipment.,Functional Requirement
6,The product shall be able to delete room equipment.,Functional Requirement
6,The product shall allow an organizer to invite other employees to meetings.,Functional Requirement
6, Each time a conference room is reserved  the conference room schedule shall be updated to reflect the time and date of the reservation.,Functional Requirement
6,The product shall record the transportation status of equipment reserved.,Functional Requirement
6,The product shall display a map of the company building showing conference room locations.,Functional Requirement
6,The product shall record updated meeting agendas.,Functional Requirement
6,The product shall send a meeting confirmation to the meeting organizer.,Functional Requirement
6,The product shall display room equipment according to search parameters.,Functional Requirement
6,The product shall display conference rooms according to search parameters.,Functional Requirement
6,The product shall record different meeting types.,Functional Requirement
6,The product shall record all the equipment that has been reserved.,Functional Requirement
6,The product shall notify building personnel of equipment transport requests.,Functional Requirement
6,The product will allow priviledged users to view meeting schedules in multiple reporting views.,Functional Requirement
6,The product shall be able to send meeting notifications via different kinds of end-user specified methods.,Functional Requirement
6,The product shall have a customizable Look and Feel.,Functional Requirement
6,The product shall have an intuitive user interface.,Functional Requirement
6,The product will display an available status for unreserved conference rooms.,Functional Requirement
7,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.,Performance
7,The System shall allow for a minimum of  6 users to work at the same time.,Performance
7,The System shall utilize currently owned computer equipment.,Operational
7,The System shall be able to automatically backup business data and restore them on demand.,Operational
7,The System shall maintain consistent security.  Any changes in user passwords and/or permissions should take affect in all parts of the System.,Security
7,The System shall granularly control access rights to all major subsystems.  It should be possible to assign access rights to all subsystems independently.,Security
7,The System shall meet all applicable accounting standards.  The final version of the System must successfully pass independent audit performed by a certified auditor.,Legal
7,The System shall not require additional third party licenses resulting in royalty fees.,Operational
7,The System shall allow generation of Inventory Quantity Adjustment documents on demand.,Functional Requirement
7,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,Functional Requirement
7,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,Functional Requirement
7, The System shall allow entering  storing and modifying product formulas.,Functional Requirement
7, Product formulas shall allow use of semi-products  which have own formulas.,Functional Requirement
7,Product formula ingredients shall allow defining substitutionary ingredients.,Functional Requirement
7,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,Functional Requirement
7,Formula substitutionary ingredients shall be kept in persisted order,Functional Requirement
7, Product shall allow entering  storing and modifying product menus used by POS terminals.,Functional Requirement
7,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,Functional Requirement
7,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,Functional Requirement
7,PME Subsystem shall allow for a product to exist in more than one submenu,Functional Requirement
7,The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,Functional Requirement
7,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,Functional Requirement
7,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,Functional Requirement
8,Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.,Performance
8, Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.,Performance
8,System shall let customers register on the website as a ?pay as you go? user in under 5 minutes.,Performance
8,System shall let customers register on the website as a ?unlimited movie subscriber? user in under 10 minutes.,Performance
8,System shall let existing customers log into the website with their email address and password in under 5 seconds.,Performance
8, System shall let customers cancel their account  process shall take no longer than 2 minutes.  Database will mark the account as inactive  and user will not be able to log into the website.,Performance
8,System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.,Performance
8,System shall let administrator add/remove movies on the website in under 5 minutes.  Entered movie information will be stored in the database and will now be available on the website.,Performance
8,System shall let the administrator add/remove categories on the website in under 5 minutes.,Performance
8,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.,Performance
8,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.,Performance
8,The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.,Look and feel
8, The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,Look and feel
8, The website design should be modern  clean  and concise.,Look and feel
8,The product should be able to be used by 90% of novice users on the Internet.,Usability
8, Users should only have to navigate through a maximum of 4 pages  to create an account with the website.,Usability
8,Users should be able to access their streaming movies in under 2 clicks after logging into the website.,Usability
8,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,Usability
8,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.,Usability
8,The product shall retain the customer?s buying preferences and information.,Usability
8,The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,Usability
8,The product shall use symbols and words that are naturally understandable by users familiar with websites,Usability
8,The website will use standard Internet conventions when interacting with the user.,Usability
8, Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.,Performance
8, When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.,Performance
8, When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the user?s connection.),Performance
8, While streaming a movie  buffering should only occur if there is latency in the user?s connection.,Performance
8, All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.,Security
8, The website shall be available for use 24 hours per day  365 days per year.,Availability
8,The website shall achieve 99.5% up time.,Availability
8, All movies shall be streamed on demand  at any time of the day.,Availability
8,The website shall continue to operate if the streaming server goes down.,Fault tolerance
8,The website shall continue to operate if the payment gateway goes down.,Fault tolerance
8,The streaming server will support 50 simultaneous streaming connections.,Scalability
8,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.,Scalability
8, The server will support a maximum of 1 000 simultaneous users.,Scalability
8, The website shall be capable of supporting 100 000 customers.,Scalability
8,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.,Maintainability
8,All aspects of the website shall be accessed by a web browser over the Internet.,Operational
8,The same hardware supporting the current website will be used to support the new system.,Operational
8, We must be able to interface with the following browsers: IE 5.X  6.0  Netscape 6.x  7.x  8.x and Firefox 1.0.,Operational
8,Website must interface with the CyberSource API to process credit card transactions.,Operational
8,Website must be fully operational with MSN TV2.,Operational
8,Movies shall be encoded and streamed via Windows Media Player 9.0.,Operational
8,Movies shall be encoded for 56k and 256k streams.,Operational
8,Promotional updates to the website should take a day to update.,Maintainability
8,Izogn Administrator must be able to update the category listings on the website within 2 minutes.,Performance
8,Izogn Administrator must be able to add new products to the website within 2 minutes.,Performance
8,The system will provide a 24 hour 800 toll free number for support to its customers.,Availability
8,The website will provide a help section with answers and solutions to common problems.,Usability
8, Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.,Availability
8,The product shall be able to be installed in the specified environment within 1 working day.,Operational
8,Only registered customers can purchase streaming movies.,Security
8, A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.,Security
8,Only authorized personnel can access customer records in the database.,Security
8,Only administrators can activate a pre-paid card.,Security
8,Only authorized personnel can access sales information.,Security
8,The website shall prevent its data from being corrupted when incorrect data is entered in.,Security
8, The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.,Security
8,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.,Security
8, The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.,Security
8,The system shall notify customers of changes to its information policy.,Security
8,The system shall reveal private information only in compliance with the organization?s information policy.,Security
8, All customer information will be stored on a secure database  accessible only to authorized personnel.,Security
8,All credit card information will be encrypted in the database.,Security
8,The streaming server will have anti-virus software to prevent infection of malicious viruses.,Security
8,The website should cater to all tribes in Nigeria.,Look and feel
8,The website shall not be offensive to religious or ethnic groups.,Look and feel
8, The website should appeal to all Africans  not only Nigerians.,Look and feel
8,The website should use Flash to provide animation on the home page.,Operational
8,IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.,Legal
8,The website will comply with W3C standards.,Legal
8,The PHP code will comply with PEAR standards.,Legal
8, The website will allow customers to search for movies by title  actor  or director.,Functional Requirement
8, viewing a movie details  the website will display the movies description  actor  and director entered in by the administrator.,Functional Requirement
8, Website shall request  and authorize credit card payment before allowing a user to stream a movie.,Functional Requirement
8, shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,Functional Requirement
8,Website shall allow customers to browse movies by categories entered in by izogn administrator.,Functional Requirement
8,Website shall allow customers to view reviews of selected movies by other customers.,Functional Requirement
8,Website shall allow customers to add their own movie review for a selected movie.,Functional Requirement
8,Website shall allow the Izogn administrator to approve a review posted by a customer.,Functional Requirement
8,System will allow customers to pay for a streaming movie with a pre-paid card.,Functional Requirement
8, Website shall allow customers to purchase pre-paid cards of $5  $10  or $20 value either by credit card or mail-in payment option.,Functional Requirement
8, System shall automatically update the main page of the website every Friday  and show the 4 latest movies that have been added to the website.,Functional Requirement
8,System shall allow users to update their billing and contact information via the ?My Account? section of the website.,Functional Requirement
8, Pre-paid cards shall be distributed via email  or via a printed paper card.,Functional Requirement
8,Only registered customers can purchase streaming movies.,Functional Requirement
8, Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.,Functional Requirement
8,Website must be able to support free trial periods with various parameters set by the Izogn Manager.,Functional Requirement
8, All streaming movie sales will be logged in the database  and accessible by the administrator.,Functional Requirement
8, All registered customer information shall be stored and maintained in the database  even after the customer cancels their account.,Functional Requirement
8, Daily usage statistics should be logged  and accessible by the administrator.,Functional Requirement
8,The owner shall have free access to all of the streaming movies.,Functional Requirement
9,Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.,Performance
9,No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,Performance
9,For leads that process longer than 25 seconds the system will record the event and duration,Performance
9,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.,Performance
9,The lead washing process will operate within the established physical web service structure.,Operational
9, The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.,Operational
9,Defect reports will be available to technical units on a 24x7 basis.,Availability
9,Washing parameters will be updated during scheduled maintenance hours.,Maintainability
9,The vendor will verify the invalid lead.,Functional Requirement
9,Vendor will submit a credit validation record to be applied to the enterprise billing system.,Functional Requirement
9,If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.,Functional Requirement
9,The leads washing functionality will validate all leads received by the web service for valid data,Functional Requirement
9,The leads washing functionality will insert all leads captured by the web service.,Functional Requirement
9,If the leads score falls within the high average score then it will be process by the ARA functionality.,Functional Requirement
9,If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,Functional Requirement
9,If the leads score falls within the low average then it will be returned to the supplying vendor,Functional Requirement
9,The leads washing functionality will compile both contact and academic scoring information for a total score.,Functional Requirement
9,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,Functional Requirement
9,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,Functional Requirement
9,The leads washing functionality will have an interface in which lead data parameters can be maintained.,Functional Requirement
9,The leads washing functionality will verify the users authentication and rights to make parameter updates.,Functional Requirement
9,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,Functional Requirement
9,Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.,Functional Requirement
9,The leads washing functionality shall receive a period list of available reps from the enterprise system.,Functional Requirement
10,The product shall simulate the look of ships at sea.,Look and feel
10,The product shall display the grids within a circle as a view from a periscope.,Look and feel
10,The product shall display each type of ship in a grid using an image of the specific type of ship.,Look and feel
10, When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.,Look and feel
10, When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.,Look and feel
10, When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.,Look and feel
10, When a ship is sunk  the product shall simulate the sound of a sinking ship.,Look and feel
10, The product shall be available 24 hours per day  seven days per week.,Availability
10,The product shall able to handle a large number of games simultaneously.,Performance
10,The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,Performance
10,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.,Performance
10,The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.,Usability
10, The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.,Usability
10,The product shall provide players no access to information that might reveal the identity of another player,Security
10,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,Performance
10,The product shall maintain a list of players.,Functional Requirement
10,The product shall allow a user to identify himself or herself as a player.,Functional Requirement
10, Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,Functional Requirement
10,The product shall allow a user to remove himself or herself from the list of players at any time.,Functional Requirement
10,The product shall make inactive players unavailable for selection from the list of players.,Functional Requirement
10,The product shall remove players who have been inactive for 24 hours from the list of players.,Functional Requirement
10,The product shall allow a player to initiate a game by selecting another available player from the list of players.,Functional Requirement
10, Once a game is initiated  the product shall display a defensive grid to each player,Functional Requirement
10, Once a game is initiated  the product shall display an offensive grid to each player.,Functional Requirement
10,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,Functional Requirement
10, Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,Functional Requirement
10,The product shall allow a player to position ships horizontally on their grid.,Functional Requirement
10,The product shall allow the player to position ships vertically on their grid.,Functional Requirement
10,The product shall allow the player to position ships diagonally on their grid,Functional Requirement
10,The product shall prevent the player from overlapping ships on their grid.,Functional Requirement
10, When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,Functional Requirement
10, For each turn  the product shall identify one player as offensive status and one player as defensive status.,Functional Requirement
10, The product shall maintain the status of each player for a turn  either offensive or defensive.,Functional Requirement
10, At the start of each turn  the product shall notify each player of his or her status.,Functional Requirement
10, For each turn  the product shall allow the offensive player to define a shot.,Functional Requirement
10, For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,Functional Requirement
10, For each shot  the product shall notify the players whether the shot was a hit or miss.,Functional Requirement
10, For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,Functional Requirement
10, For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,Functional Requirement
10, When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,Functional Requirement
10, When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,Functional Requirement
10, When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,Functional Requirement
10, When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,Functional Requirement
10, If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,Functional Requirement
10, If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,Functional Requirement
10, If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,Functional Requirement
10,The product shall continue to assign turns until the game is ended.,Functional Requirement
10, The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player?s ships  which had not been previously marked as sunk.,Functional Requirement
10,The product shall allow a player to end a game at any time during the game.,Functional Requirement
10, When a game is ended  the product shall notify the players that the game is ended.,Functional Requirement
10, The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).,Functional Requirement
10, When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,Functional Requirement
10, When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,Functional Requirement
11,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,Usability
11,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,Usability
11, The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,Performance
11, On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.,Performance
11, On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,Performance
11,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,Availability
11,The system must be available for use between 7:00AM and 11:59PM all days of the year.,Availability
11,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,Maintainability
11,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,Security
11,The product shall ensure that only supervisors can enter a caller?s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,Security
11,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,Security
11, The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.,Look and feel
11, The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.,Look and feel
12,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,Look and feel
12,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,Look and feel
12,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,Usability
12,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,Usability
12,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),Usability
12,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,Performance
12,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,Performance
12,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,Performance
12,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,Performance
12,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,Performance
12,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,Availability
12,The product shall be robust.The product shall have fault avoidance based on standards adoption.,Fault tolerance
12,The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,Fault tolerance
12,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,Scalability
12,The product shall be platform independent.The product shall enable access to any type of development environment and platform.,Operational
12,The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,Operational
12, : The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,Maintainability
12,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,Maintainability
12,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,Maintainability
12, The product shall have security.The product shall provide authentication  and authorization.,Security
12,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,Security
12,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,Security
13,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,Look and feel
13,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,Look and feel
13,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,Look and feel
13,The interface must summarize the data in a fashion that?s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,Look and feel
13,The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,Usability
13,The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,Usability
13,Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report),Usability
13,A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,Usability
13,All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),Usability
13,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,Usability
13,The WCS system shall be available at all times as long as IBM?s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM?s internal intranet W3 is available.,Availability
13,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,Scalability
13,The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.,Scalability
13,The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,Operational
13,The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.,Operational
13,The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.,Maintainability
13, All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,Maintainability
13,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,Security
13,The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user?s computer.,Security
14,Each team owner will need to use a username and password in order to be authenticated to reach the team owner?s page,Security
14,The Commissioner will be the only authorized user per league to adjust league settings.,Security
14,Each page shall contain a navigation menu which shows the index into which the current page is contained.,Look and feel
14,Each page shall contain a similar format with action items in one location and navigation buttons in a different location.,Look and feel
14,The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.,Look and feel
14,"	A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.",Usability
14," 	Users shall be able to reach the ?add?  ?drop?  and ?trade player? pages with one click from the team owner?s page.",Usability
14,"	Users shall be able to view at least 25 NFL player statistics and points on each page.",Usability
14,The application shall ask the user to confirm dropping a player or trading a player before performing the action.,Usability
14,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,Performance
14,The application shall have a downtime of at most 10 minutes per year.,Availability
14,The application shall run on a web application server.,Operational
14,A primary database will be used to store cached data for active users.,Operational
14,A secondary database will be used to store historical statistics and data.,Operational
14,Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.,Maintainability
14,New System version releases shall be released at the beginning of each NFL season.,Maintainability
15," 	The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.",Availability
15,98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.,Operational
15,98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls,Operational
15," 	The RFS system should be able to easily interface with the BDW environment  in order to load the data. ?	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.",Operational
15," 	Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.",Maintainability
15," 	New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.",Maintainability
15," 	Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.",Security
15,"	User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..",Security
15," 	The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.",Look and feel
15, The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.,Look and feel
15," 	The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.",Usability
15," 	The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.",Performance
15,Employees shall be forced to change their password the next time they log in if they have not changed it within the  length of time established as “password expiration duration.”,Security
15,Users must change the initially assigned login authentication information (password) immediately after the first  successful login.  The initial password may never be reused.  ,Security
15,The payroll system shall ensure that the employee salary data can be accessed only by authorized users.  The payroll  system shall distinguish between authorized and non?authorized users.  ,Security
15,"Employees shall not be allowed to update their own salary information, and any such attempt shall be reported to  the security administrator.  ",Security
15,Only holders of current security clearance can enter the national headquarters building. ,Security
15,The access permissions for system data may only be changed by the system’s data administrator.  ,Security
15,Passwords shall never be viewable at the point of entry or at any other time.  ,Security
15,Each unsuccessful attempt by a user to access an item of data shall be recorded on an audit trail.,Security
15,Users shall receive notification of profile changes via preferred communication method of record when profile  information is modified.  ,Security
15,The Online Payment System shall be available for use between the hours of 6:00 a.m. and 11:00 p.m. CST.,Availability
15,The Online Payment System shall achieve 100 hours MTBF (mean time between failure).,Availability
15,The CIF system shall achieve 99.5% up time,Availability
15,The mortgage amortization schedule shall be available to the customer within 15 seconds for 95% of the times that  it is requested.  The remaining times it will be available within 20 seconds,Availability
15,The Automated Teller Machine shall be at least 99.0 percent available on weekdays between 6:00 a.m. and 11:00  p.m. local time.  The machine shall be at least 99.95 percent available on weekdays between 4:00 p.m. and 6:00 p.m.  local time.,Availability
15,"Unless the system is non?operational, the system shall present a user with notification informing them that the  system is unavailable.",Availability
15,A new installation of the system shall be available for first?time use within 24 hours of the start of the install.  ,Availability
15,The online registration system shall permit backing up of the registration database while other registration activities  are going on.,Availability
15,The new product shall be easy to use by adult members (age 18 to 80) of the public who may only have one hand  free.,Usability
16,The vending product shall be able to be used by adult members of the public without training.  A panel  representative of at least 95 percent of the general public shall successfully purchase a product from the vending  product on their first encounter.,Usability
16,The product shall be self?explanatory and intuitive such that a service agent shall be able to produce a price quote  within 10 minutes of encountering the product for the first time.,Usability
16,The new policy management system shall be evaluated by 90 percent of the user community to be at least as easy to  use as the existing system.,Usability
16,"A trained order?entry clerk shall have the ability to submit a complete order for a product chosen from a supplier  catalog in a maximum of 7 minutes, with an average order entry time of 4 minutes.",Usability
16,People with no training and no understanding of English shall be able to use the product.  ,Usability
16,A new warehouse clerk shall be able to enter a customer order on the system within a typical 8?hour business day.,Usability
16,The system shall be useable by program developers after five weeks of training.,Usability
